x,y,z
0,2.11239574,-5.14835111
0,-2.11239574,-5.14835111
0,-1.27888494,2.96265953
0,1.27888493,2.96265953
0,-3.84181223,5.07240827
0,3.84181223,5.07240827
1.38887818,0,-5.823166
-1.38887818,0,-5.823166
-1.90482369,0,4.27973959
1.90482369,0,4.27973959
0,1.00E-08,-2.87015926
0,7.00E-08,-5.63100635
0,3.43405287,-2.0251932
0,-3.43405284,-2.02519333
0,-3.74530577,0.54433445
0,3.74530577,0.54433438
0,-1.30999563,-0.47949469
0,1.30999564,-0.47949469
0,2.21787319,-4.30396224
0,-2.21787329,-4.30396212
0,1.72539781,2.19360666
0,-1.72539782,2.19360665
0,-1.99780868,4.78314273
0,1.99780868,4.78314273
-1.3449455,0,3.76911288
1.3449455,0,3.76911288
2.15980827,0,-1.40163458
-2.15980827,0,-1.40163458
1.7609349,0,1.17067083
-1.7609349,0,1.17067083
0,0,1.22359118
0,0,-4.88125701
0,-1.31203815,3.46045126
0,1.31203815,3.46045126
0,1.32894445,-1.02341543
0,-1.32894445,-1.02341543
0,-3.90520961,3.50271888
0,3.90520961,3.50271888
0,2.82763459,1.13496077
0,-2.82763459,1.13496077
0,3.88832308,-1.35396182
0,-3.88832308,-1.35396182
0,-2.23059422,-3.49716236
0,2.23059422,-3.49716236
1.47186511,0,-2.7446639
-1.47186511,0,-2.7446639
2.22880737,0,2.53858638
-2.22880737,0,2.53858638
2.1872594,0,-0.18868087
-2.1872594,0,-0.18868087
0,2.30E-07,-0.98040898
0,2.00E-08,-3.65114878
0,-4.80259022,-2.57801973
0,4.8025903,-2.57801972
0,-3.87494268,2.48838721
0,3.8749427,2.48838725
0,1.3101028,3.07018433
0,-1.31010281,3.07018433
0,4.63153852,-0.00474514
0,-4.63153843,-0.00474509
0,2.23807553,-2.25383577
0,-2.23807578,-2.25383587
0,2.11557121,0.54262157
0,-2.11557141,0.54262163
1.41124168,1.00E-08,1.24820295
-1.41124168,1.00E-08,1.24820295
-2.22493715,0,-2.33933336
2.22493715,0,-2.33933336
-3.84215567,0,2.1423168
3.84215567,0,2.1423168
0,0,1.01362468
0,0,3.59409886
0,-2.2400318,-0.53945966
0,2.2400318,-0.53945966
0,4.4830266,3.52484321
0,-4.4830266,3.52484321
0,2.2302798,2.27805318
0,-2.2302798,2.27805318
0,1.32198728,-3.15174075
0,-1.32198728,-3.15174075
0,-4.42823327,0.90372088
0,4.42823327,0.90372088
2.3095719,0,-3.62126923
-2.3095719,0,-3.62126923
2.66225461,0,0.95481374
-2.66225461,0,0.95481374
3.86203063,0,-1.40597663
-3.86203063,0,-1.40597663
1.28231148,0,-1.24684652
-1.28231148,0,-1.24684652
0,0,-5.40267363
0,0,0.83379738
0,2.12136354,-3.92344333
0,-2.12136354,-3.92344333
0,1.36665514,3.06526613
0,-1.36665514,3.06526613
0,1.39876822,-1.36233684
0,-1.39876822,-1.36233684
0,3.92320778,-2.07901282
0,-3.92320778,-2.07901282
0,3.95448382,3.16016449
0,-3.95448382,3.16016449
1.38101815,0,-3.13499217
-1.38101815,0,-3.13499217
1.32219445,0,4.86115581
-1.32219445,0,4.86115581
-2.16798234,0,2.30189605
2.16798234,0,2.30189605
2.17152429,0,-0.60425922
-2.17152429,0,-0.60425922
0,0,4.34328446
0,0,1.73692039
0,2.28599945,3.06928659
0,-2.28599945,3.06928659
0,-3.56964885,-1.80969056
0,3.56964885,-1.80969056
0,-1.34319956,-3.19247798
0,1.34319956,-3.19247798
0,-3.56782789,0.8067552
0,3.56782789,0.8067552
0,-1.27578645,-0.53564848
0,1.27578645,-0.53564848
-2.18800324,0,0.40265664
2.18800324,0,0.40265664
4.34507788,0,-1.07758775
-4.34507788,0,-1.07758775
-4.52226297,0,1.5106998
4.52226297,0,1.5106998
2.01300703,0,-2.21409588
-2.01300703,0,-2.21409588
0,0,-4.64982509
0,0,-1.89980562
0,1.40344961,4.60605329
0,-1.40344961,4.60605329
0,2.25195571,-0.60979607
0,-2.25195571,-0.60979607
0,-2.21343456,-3.26405389
1.00E-08,2.21343456,-3.26405389
0,-1.95106873,1.97674662
0,1.95106873,1.97674662
-2.20840535,-1.00E-08,-3.29132687
2.20840535,1.00E-08,-3.29132687
3.65229244,0,1.54874014
-3.65229244,0,1.54874014
1.28587946,0,0.36594537
-1.28587947,0,0.36594537
3.50764643,0,-1.04613868
-3.50764643,0,-1.04613868
-1.48061328,0,2.98864545
1.48061328,0,2.98864545
0,0,-0.06626405
0,0,4.37805866
0,2.63933266,0.09837538
0,-2.63933266,0.09837538
0,-1.36386432,-2.36719995
0,1.36386432,-2.36719995
0,2.12998367,2.66632
0,-2.12998367,2.66632
0,-3.94959826,-2.13738772
0,3.94959826,-2.13738772
-3.4249431,0,0.45833496
3.4249431,0,0.45833496
-1.28902827,0,-4.24070387
1.28902827,0,-4.24070387
-2.1964279,0,-1.80915548
2.1964279,0,-1.80915548
-1.43071804,0,2.17774049
1.43071804,0,2.17774049
-3.91999967,0,2.9977789
3.91999967,0,2.99777891
-2.40E-07,0,3.64670955
-4.93E-06,0,0.9774522
-4.00E-07,1.41139009,-1.25117373
-4.00E-07,-1.41139009,-1.25117373
-1.10E-07,-2.22540097,2.33526044
-1.00E-07,2.22540097,2.33526044
-1.00E-08,3.84973465,-2.12453258
-1.00E-08,-3.84973465,-2.12453258
4.63034394,0,0.00551828
-4.63034581,0,0.00552032
4.80257827,0,2.57875655
-4.80257981,0,2.57875576
1.31049242,0,-3.07229304
-1.31049222,0,-3.07229277
2.11524293,0,-0.54505304
-2.11523854,0,-0.54505187
-3.87588032,0,-2.48864458
3.87587997,0,-2.48864336
-2.23868118,-1.00E-08,2.25007792
2.23868655,1.00E-08,2.25007984
0,0,-5.54267177
0,0,-0.51875381
0,2.18174328,0.99364866
0,-2.18174328,0.99364866
0,-2.14421564,-4.14483541
0,2.14421564,-4.14483541
0,-2.35328936,-1.59329137
0,2.35328936,-1.59329137
-1.28861329,0,4.33686415
1.28861329,0,4.33686415
-3.92906896,0,1.46169573
3.92906896,0,1.46169573
1.28417819,0,-3.03785039
-1.28417819,0,-3.03785039
-2.59252775,0,-0.75455283
2.59252775,0,-0.75455283
1.30860408,0,1.71859315
-1.30860408,0,1.71859315
-3.86195889,0,4.05044111
3.86195889,0,4.05044111
0,0,-2.86262609
0,0,3.5118777
0,2.18207216,-1.31614472
0,-2.18207216,-1.31614472
0,1.39794336,1.19700847
0,-1.39794336,1.19700847
-1.35028553,0,-5.07437054
1.35028553,0,-5.07437054
-1.32025188,0,-0.63052135
1.32025188,0,-0.63052135
2.68392232,0,4.35487542
-2.68392232,0,4.35487542
-4.60945082,0,2.34750474
4.60945082,0,2.34750474
-2.10123375,0,1.8382712
2.10123375,0,1.8382712
2.74618067,0,-2.80904008
-2.74618067,0,-2.80904008
-3.90517937,0,-0.23220896
3.90517937,0,-0.23220897
0,0,3.01226665
0,0,-1.53706797
0,1.31188888,-3.82343706
0,-1.31188888,-3.82343706
0,3.48210527,-5.20002219
0,-3.48210527,-5.20002219
-2.6046583,0,3.04183131
2.6046583,0,3.04183132
4.63170229,0,1.4584454
-4.63170229,0,1.4584454
-2.12989858,0,-3.0503957
2.12989858,0,-3.05039571
-4.70526549,0,-3.07391167
4.70526549,0,-3.07391167
1.29993693,0,0.74637955
-1.29993693,0,0.74637955
-3.40944443,0,-0.80472471
3.40944443,0,-0.80472471
-1.30046604,0,5.29085355
1.30046604,0,5.29085354
0,0,0.87491213
0,0,-3.67213346
0,-1.33336268,5.00755965
0,1.33336268,5.00755965
1.32601665,0,3.17265145
-1.32601665,0,3.17265145
-5.20020718,0,0.83273018
5.20020718,0,0.83273018
-3.89689517,0,-1.41458962
3.89689517,0,-1.41458962
-3.9393854,0,3.10382883
3.9393854,0,3.10382883
-4.67306572,0,-5.14513244
4.67306572,0,-5.14513244
-1.29498933,0,-1.38364375
1.29498933,0,-1.38364375
-2.59231492,0,0.86182895
2.59231492,0,0.86182895
2.59128228,0,-3.63662257
-2.59128228,0,-3.63662257
4.87E-05,0,0.22357553
-8.19E-06,0,-2.4031052
-3.53E-06,-1.4071838,2.50748619
-3.53E-06,1.4071838,2.50748619
-2.52361697,0,-3.43646563
2.52361947,0,-3.43645234
2.05911124,0,1.74213745
-2.05916619,0,1.7421754
-3.93390814,0,-5.59396939
3.93393325,0,-5.59393274
4.71308443,0,-1.78653512
-4.71306441,0,-1.78653522
1.34738173,0,4.27056374
-1.34738963,0,4.2705646
-3.98184479,0,3.45260624
3.98181975,0,3.45259519
2.30552785,0,-0.8706471
-2.305539,0,-0.87064176
-4.46167897,0,0.80456278
4.4616969,0,0.80453117
0,0,-1.33179927
0,0,3.18343581
-1.2932463,0,0.94092314
1.2932463,0,0.94092314
-1.29735789,0,-6.15084512
1.29735789,0,-6.15084512
-5.23139438,0,3.13782082
5.23139438,0,3.13782082
-2.62437756,0,-1.32446836
2.62437756,0,-1.32446836
2.63533289,0,3.25775644
-2.63533289,0,3.25775644
3.86063171,0,-3.62938872
-3.86063171,0,-3.62938872
-3.89871815,0,0.91409223
3.89871815,0,0.91409223
-1.29322031,0,5.49881024
1.29322031,0,5.49881024
-1.28185124,0,-3.57051894
1.28185124,0,-3.57051894
0,0,-2.83443184
0,0,4.34249059
-4.81863077,0,2.95334107
4.81863077,0,2.95334107
-5.54984915,0,-3.36566359
5.54984915,0,-3.36566359
-1.30800088,0,2.04791101
1.30800088,0,2.04791101
-2.2285513,0,-4.20509025
2.2285513,0,-4.20509025
-3.40575457,0,-1.92403535
3.40575457,0,-1.92403535
-5.73252471,0,-0.74563938
5.73252471,0,-0.74563938
-2.60189394,0,4.30937975
2.60189394,0,4.30937975
1.2746435,0,-0.51597209
-1.2746435,0,-0.51597209
3.55288703,0,0.69173945
-3.55288703,0,0.69173945
0,0,-4.23828347
0,0,0.34579593
0,-3.92154206,-2.00408134
0,3.92154206,-2.00408134
0,2.74218955,0.34028712
0,-2.74218955,0.34028712
0,-1.29115416,2.60000979
0,1.29115416,2.60000979
0,-1.30419816,5.20200133
0,1.30419816,5.20200133
0,-2.61547462,-4.25627085
0,2.61547462,-4.25627085
0,1.30479561,-1.94798213
0,-1.30479561,-1.94798213
0,-3.87849982,2.71209615
0,3.87849982,2.71209615
2.13309512,1.30884095,-0.34990816
-2.13309512,-1.30884095,-0.34990816
2.13309512,-1.30884095,-0.34990816
-2.13309512,1.30884095,-0.34990816
0,-3.48368324,-3.6094863
0,3.48368231,-3.60948537
0,1.2964102,5.21306263
0,-1.29640352,5.2130381
0,-5.80099763,-2.32685311
0,5.80099956,-2.32685413
0,1.28838644,-2.25201224
0,-1.28838621,-2.25201667
0,-5.70704743,-4.91229484
0,5.70704523,-4.91229587
0,-3.53785924,-0.99925502
0,3.5378616,-0.99925507
0,5.88270821,2.86501634
0,-5.88271315,2.86501708
0,3.58190227,1.59144121
0,-3.58190282,1.59144294
0,-5.8220963,0.25315688
0,5.82209812,0.25315575
0,-3.65363552,4.17723924
0,3.65363112,4.17723847
0,-3.58912875,-3.16602301
0,3.58912875,-3.16602301
0,5.84732187,0.75962742
0,-5.84732187,0.75962742
0,5.81882602,-1.83137979
0,-5.81882602,-1.83137979
0,3.61132444,2.10610294
0,-3.61132444,2.10610294
0,-3.55812872,-0.51006894
0,3.55812872,-0.51006894
0,1.30209922,3.39548342
0,-1.30209922,3.39548342
0,1.30470421,0.77997666
0,-1.30470421,0.77997666
0,1.32032909,-1.81146123
0,-1.32032909,-1.81146123
0,1.29672859,-4.4135673
0,-1.29672859,-4.4135673
0,3.56288083,4.69130982
0,-3.56288083,4.69130982
0,0,2.1761579
0,0,6.63421538
0,-3.91768205,-0.19755563
0,3.91768206,-0.19755563
0,-1.3644634,4.42032815
0,1.3644634,4.42032815
0,-1.30829449,-0.18979231
0,1.30829448,-0.18979231
0,1.3249433,-2.94311891
0,-1.32494329,-2.94311891
0,-3.94379761,-2.87117747
0,3.94379761,-2.87117747
0,-2.64037974,2.12176002
0,2.64037974,2.12176002
1.86691079,0,-1.60630226
-1.86691079,0,-1.60630226
-1.85356731,2.62485411,-1.56966411
1.85356731,-2.62485411,-1.56966411
-1.85356731,-2.62485411,-1.56966411
1.85356731,2.62485411,-1.56966411
0,0,3.46913374
0,0,-1.04944833
0,-2.56196333,-1.04700045
0,2.56196333,-1.04700045
0,5.81867143,-4.94233242
0,-5.81867143,-4.94233242
0,1.30190154,1.20563504
0,-1.30190154,1.20563504
0,3.88322388,-3.27001852
0,-3.88322388,-3.27001852
0,-1.29278252,-3.30434535
0,1.29278252,-3.30434535
0,5.23640597,2.46965551
0,-5.23640597,2.46965551
1.33772268,0,5.69846752
-1.33772268,0,5.69846752
1.31109183,-3.55390051,0.99004799
-1.31109183,3.55390051,0.99004799
1.31109183,3.55390051,0.99004799
-1.31109183,-3.55390051,0.99004799
-1.00E-08,0,-1.90529623
0,0,-4.50541348
0,3.24150835,-1.35978845
0,-3.24150836,-1.35978845
0,1.31948714,2.87471552
0,-1.31948714,2.87471552
0,-3.66451009,1.28378815
0,3.66451009,1.28378815
0,-5.20950063,5.97547449
0,5.20950063,5.97547449
0,-3.7081405,3.8886898
0,3.7081405,3.88868979
0,1.27687506,0.31072652
0,-1.27687506,0.31072653
3.05703065,0,-3.34050344
-3.05703064,0,-3.34050344
1.29844448,-1.90031167,-3.21387387
-1.29844448,1.90031168,-3.21387387
1.29844448,1.90031167,-3.21387387
-1.29844448,-1.90031168,-3.21387387
0,0,-2.53007217
0,0,0.09936201
0,-1.28526384,2.37388815
0,1.28526384,2.37388815
0,-2.59128722,-2.54081064
0,2.59128722,-2.54081064
0,3.90575829,2.38765888
0,-3.90575829,2.38765888
0,2.59294744,4.62864686
0,-2.59294744,4.62864686
0,1.30893485,-4.83384612
0,-1.30893485,-4.83384612
0,-2.72856188,0.07876135
0,2.72856188,0.07876135
2.27008946,0,1.32883475
-2.27008946,0,1.32883475
-1.93426384,1.31117426,-1.10388909
1.93426384,-1.31117426,-1.10388909
-1.93426384,-1.31117426,-1.10388909
1.93426384,1.31117426,-1.10388909
0,0,-3.62086844
0,0,-6.29343301
0,-2.61056643,-3.5795003
0,2.61056643,-3.5795003
0,1.3106147,5.12197411
0,-1.3106147,5.12197411
0,-1.301432,-1.34448246
0,1.301432,-1.34448246
0,-3.38834989,3.46892828
0,3.38834989,3.46892828
0,2.56459959,-6.16125319
0,-2.56459959,-6.16125319
0,-2.39991305,1.00966989
0,2.39991305,1.00966989
1.30138999,0,0.6126092
-1.30138999,0,0.6126092
-1.44055455,1.29680989,2.9146026
1.44055455,-1.29680989,2.9146026
-1.44055455,-1.29680989,2.9146026
1.44055455,1.29680989,2.9146026
0,0,-4.14899273
0,0,-1.50245799
0,-3.61022127,2.09187949
0,3.61022127,2.09187949
0,1.31002299,3.36093769
0,-1.31002299,3.36093769
0,-3.59898132,-0.53547609
0,3.59898132,-0.53547609
0,-2.26700914,-2.80661181
0,2.26700914,-2.80661181
0,1.30996592,0.74561657
0,-1.30996592,0.74561657
-3.32019924,0,-0.03659907
3.32019924,0,-0.03659907
-1.96952164,0,2.18335502
1.96952164,0,2.18335502
1.97433047,-1.95544564,-1.08868823
-1.97433047,1.95544564,-1.08868823
1.97433047,1.95544564,-1.08868823
-1.97433047,-1.95544564,-1.08868823
0,0,2.71259849
0,0,-2.03282091
0,3.86645008,0.46186127
0,-3.86645008,0.46186127
0,-1.2778098,0.2724372
0,1.2778098,0.2724372
0,-4.43028658,3.01364292
0,4.43028658,3.01364292
0,-2.7085528,-1.91857427
0,2.7085528,-1.91857427
0,-1.4151533,-4.22901008
0,1.4151533,-4.22901008
-2.12049362,0,-3.70835288
2.12049363,0,-3.70835288
2.1644783,0,1.30564697
-2.1644783,0,1.30564697
1.37163961,2.34845351,2.23123004
-1.37163961,-2.34845351,2.23123004
1.37163961,-2.34845351,2.23123004
-1.37163961,2.34845351,2.23123004
0,0,3.09203271
0,0,5.67607341
0,1.30122929,0.75457943
0,-1.30122929,0.75457943
0,-2.18574426,-1.80460334
0,2.18574426,-1.80460334
0,-1.32268623,-4.29450135
0,1.32268623,-4.29450135
0,-3.8341929,0.20552946
0,3.8341929,0.20552946
3.34228954,0,-0.80311791
-3.34228954,0,-0.80311791
-1.37271483,0,-2.49891732
1.37271483,0,-2.49891732
-2.11186014,0,1.55948757
2.11186014,0,1.55948757
4.33559389,1.29404218,1.2487452
-4.33559389,-1.29404218,1.2487452
4.33559389,-1.29404218,1.2487452
-4.33559389,1.29404218,1.2487452
1.10E-07,-2.00E-07,4.4044755
-7.20E-07,2.47E-06,-1.72623539
-8.85E-06,-2.58890255,-2.2563116
9.06E-06,2.58889839,-2.25630891
-3.48E-06,1.63564403,0.33457375
3.32E-06,-1.63564685,0.33457793
3.20E-07,-2.15007442,2.92370298
-2.60E-07,2.15007402,2.9237034
1.20E-07,-4.46265791,-4.03368347
-6.00E-08,4.46265997,-4.03368555
-1.33463704,2.00E-06,2.1654356
1.33463676,-1.90E-07,2.1654359
2.20967998,-2.94E-05,-0.30087859
-2.20967906,7.46E-05,-0.30087851
3.89668385,-3.00E-08,1.69634944
-3.89668409,1.50E-07,1.69635011
-2.23085204,2.50828807,-0.93414261
2.23085213,-2.50830923,-0.93414867
-2.23084454,-2.50836134,-0.93416917
2.23084448,2.50833847,-0.93416211
0,0,-2.46873937
0,0,4.00049409
0,-2.15988223,2.53308625
0,2.15988223,2.53308625
0,-4.16472615,-1.95354921
0,4.16472615,-1.95354921
0,-3.93120746,0.63985
0,3.93120746,0.63985
0,1.40360952,-0.1249051
0,-1.40360952,-0.1249051
-2.17655835,0,-0.75250564
2.17655835,0,-0.75250564
-2.48845976,0,-3.36322944
2.48845976,0,-3.36322944
-1.35841259,0,1.74977932
1.35841259,0,1.74977932
1.64011405,2.16454938,-2.17686166
-1.64011405,-2.16454938,-2.17686166
1.64011405,-2.16454938,-2.17686166
-1.64011405,2.16454938,-2.17686166
0,1.00E-08,-1.34733801
0,0,2.79033026
0,-2.12287385,-2.85417096
0,2.12287386,-2.85417097
0,2.01318541,1.10996897
0,-2.01318541,1.10996898
0,2.49633352,3.6648624
0,-2.49633352,3.66486241
0,3.73500775,-0.83818239
0,-3.73500775,-0.83818238
3.78464557,0,-4.37471183
-3.78464557,0,-4.37471183
1.30953225,0,-3.66087615
-1.30953225,0,-3.66087615
-1.66300394,0,0.65637557
1.66300394,0,0.65637557
2.20877049,-1.40089035,2.78761913
-2.20877049,1.40089034,2.78761912
2.20877049,1.40089034,2.78761912
-2.20877049,-1.40089035,2.78761913
0,0,3.75616005
0,0,-0.24453317
0,-1.298369,-4.62009615
0,1.298369,-4.62009615
0,3.429865,-3.09929636
0,-3.429865,-3.09929636
0,1.83783358,1.87105717
0,-1.83783358,1.87105716
0,2.75415541,-0.55944751
0,-2.7541554,-0.55944751
-1.90639067,0,1.95648065
1.90639067,0,1.95648065
-3.51553937,0,-2.98294772
3.51553937,0,-2.98294772
-2.76747672,0,-0.48240076
2.76747672,0,-0.48240076
-1.35174342,1.32042791,-2.32139432
1.35174342,-1.32042791,-2.32139433
-1.35174342,-1.32042791,-2.32139433
1.35174342,1.32042791,-2.32139432
0,0,-2.63991556
0,0,1.91972733
0,3.30819548,1.29419604
0,-3.30819548,1.29419604
0,-2.24374081,-1.07566246
0,2.24374081,-1.07566246
0,-2.20352164,3.64762613
0,2.20352164,3.64762613
2.65772386,0,-2.62275566
-2.65772386,0,-2.62275566
-1.35256448,0,-0.34101181
1.35256448,0,-0.34101181
-1.30998845,0,4.21536397
1.30998845,0,4.21536397
2.60679326,0,1.95881999
-2.60679326,0,1.95881999
1.30677483,2.13677462,-3.35824105
-1.30677483,-2.13677462,-3.35824105
1.30677483,-2.13677462,-3.35824105
-1.30677483,2.13677462,-3.35824105
0,0,-0.99592927
0,0,2.65596971
0,2.72376579,3.22897762
0,-2.72376579,3.22897762
0,1.90566073,-2.81319325
0,-1.90566073,-2.81319325
0,-1.97302934,0.7336291
0,1.97302934,0.7336291
-3.72488142,0,-1.13838972
3.72488142,0,-1.13838972
1.93438864,0,0.82934893
-1.93438864,0,0.82934893
2.51772411,0,3.36208161
-2.51772411,0,3.36208161
1.81414774,0,-2.92194318
-1.81414774,0,-2.92194318
-1.9616655,1.93603054,-1.05526568
1.9616655,-1.93603054,-1.05526568
-1.9616655,-1.93603054,-1.05526568
1.9616655,1.93603054,-1.05526568
0,0,-3.3956498
0,0,3.0769101
0,1.38681888,-1.20110151
0,-1.38681888,-1.20110151
0,2.26165618,1.27138486
0,-2.26165618,1.27138486
2.79545902,0,2.91337777
-2.79545902,0,2.91337777
-4.84874923,0,-1.97489705
4.84874923,0,-1.97489705
3.87080447,0,0.44422133
-3.87080447,0,0.44422133
2.23220692,0,-1.756077
-2.23220692,0,-1.756077
-1.2921585,0,0.7826453
1.2921585,0,0.7826453
-2.32342182,2.2001465,-0.16009193
2.32342182,-2.2001465,-0.16009193
-2.32342182,-2.2001465,-0.16009193
2.32342182,2.2001465,-0.16009193
0,0,3.68426874
0,0,0.07477381
0,1.81141755,-1.92253102
0,-1.81141755,-1.92253102
0,1.96427641,1.8874361
0,-1.96427641,1.8874361
4.50902304,0,2.45441229
-4.50902304,0,2.45441229
-3.69234575,0,0.00032297
3.69234575,0,0.00032297
1.90775492,0,-1.85978264
-1.90775492,0,-1.85978264
1.27981711,0,-4.35034494
-1.27981711,0,-4.35034494
-1.93616822,0,1.94833268
1.93616822,0,1.94833268
-1.84192218,1.94199308,-0.01868336
1.84192218,-1.94199308,-0.01868336
-1.84192218,-1.94199308,-0.01868336
1.84192218,1.94199308,-0.01868336
0,0,-3.39847606
0,0,1.17446104
0,2.21374269,2.66134858
0,-2.21374269,2.66134858
0,-2.33804528,-0.05958425
0,2.33804528,-0.05958425
-2.60739894,0,-3.33856079
2.60739894,0,-3.33856079
2.71511114,0,1.23184766
-2.71511114,0,1.23184766
-3.91761846,0,-1.09080704
3.91761846,0,-1.09080704
1.28493652,0,-1.07312261
-1.28493652,0,-1.07312261
-1.30128386,0,3.44557351
1.30128386,0,3.44557351
-2.61060506,2.15751672,-0.33234378
2.61060506,-2.15751672,-0.33234378
-2.61060506,-2.15751672,-0.33234378
2.61060506,2.15751672,-0.33234378
0,0,-2.79636436
0,0,1.16549065
0,2.11520524,2.67881019
0,-2.11520524,2.67881019
1.28531691,0,3.63346913
-1.28531691,0,3.63346913
-3.90888852,0,-0.80455883
3.90888852,0,-0.80455883
3.87811888,0,3.65519497
-3.87811888,0,3.65519497
1.29310504,0,-5.19010288
-1.29310504,0,-5.19010288
-2.6094646,0,1.39069051
2.6094646,0,1.39069051
2.587312,0,-2.96947653
-2.587312,0,-2.96947653
1.36749487,1.29296728,-0.78929486
-1.36749487,-1.29296728,-0.78929486
1.36749487,-1.29296728,-0.78929486
-1.36749487,1.29296728,-0.78929486
0,0,-2.54197759
0,0,2.07444279
0,2.17840147,0.47565185
0,-2.17840147,0.47565185
1.31030511,0,4.35003136
-1.31030511,0,4.35003136
-2.67269545,0,2.10164248
2.67269545,0,2.10164248
-1.30873638,0,-4.8074996
1.30873638,0,-4.8074996
2.65502107,0,-2.55079788
-2.65502107,0,-2.55079788
3.92794553,0,-0.23253052
-3.92794553,0,-0.23253052
1.32158236,0,-0.24824497
-1.32158236,0,-0.24824497
2.61816293,2.14372996,0.57275734
-2.61816293,-2.14372996,0.57275734
2.61816293,-2.14372996,0.57275734
-2.61816293,2.14372996,0.57275734
0,0,3.14730123
0,0,-4.18784175
0,2.12729924,1.63478424
0,-2.12729924,1.63478424
3.55128077,0,-0.5323895
-3.55128077,0,-0.5323895
1.31957943,0,0.77955921
-1.31957943,0,0.77955921
-4.81617886,0,1.73869134
4.81617886,0,1.73869134
2.59833826,0,3.07308671
-2.59833826,0,3.07308671
1.34404181,0,-1.94444844
-1.34404182,0,-1.94444845
-3.86334888,0,-3.08958622
3.86334888,0,-3.08958622
-1.40954857,2.24828839,-0.56971354
1.40954858,-2.2482884,-0.56971354
-1.40954857,-2.2482884,-0.56971354
1.40954857,2.2482884,-0.56971354
-2.00E-08,0,2.09898627
1.34E-05,0,-0.52976882
2.33667762,0,3.31570829
-2.3366778,0,3.31570757
4.49207963,0,-0.74367658
-4.49207797,0,-0.7436775
-4.60593955,0,1.86443662
4.6059409,0,1.86443742
-2.17028764,0,-1.88483971
2.1702767,0,-1.88482855
-2.25855645,0,0.71239624
2.25855013,0,0.71238964
-3.866447,0,-3.83801675
3.86645,0,-3.83801999
1.29576996,0,-4.31435144
-1.29577162,0,-4.31434922
-3.12459048,-2.13643396,2.05186656
3.12459032,2.13643419,2.05186671
-3.12459048,2.13643396,2.05186656
3.12459032,-2.13643419,2.05186671
0,-3.5539732,-1.63186451
0,3.5539732,-1.63186451
0,1.29202361,2.25412475
0,-1.29202361,2.25412475
0,3.55578182,3.55133802
0,-3.55578182,3.55133802
0,1.31418272,4.90084578
0,-1.31418272,4.90084578
0,5.74489695,-3.01508418
0,-5.74489695,-3.01508418
0,3.6047048,0.95670097
0,-3.6047048,0.95670097
0,-3.48311407,-4.27297349
0,3.48311407,-4.27297349
0,-1.28490714,-2.92791097
0,1.28490713,-2.92791097
0,1.30835845,-0.34064939
0,-1.30835845,-0.34064939
1.88917393,0,3.61409881
-1.88917393,0,3.61409881
0,1.29818005,-4.29690342
0,-1.29818005,-4.29690342
0,3.53410662,4.83900155
0,-3.53410662,4.83900155
0,-3.61855574,-0.34766048
0,3.61855574,-0.34766048
0,-3.54060987,-3.00616377
0,3.54060987,-3.00616377
0,-3.60132684,2.25169636
0,3.60132684,2.25169636
0,-5.79976976,-1.76447836
0,5.79976976,-1.76447836
0,-1.29031722,-1.69564058
0,1.29031722,-1.69564058
0,1.29008561,3.51822177
0,-1.29008561,3.51822177
0,-1.3110758,0.89567614
0,1.3110758,0.89567614
-1.93381902,0,-0.39374921
1.93381902,0,-0.39374921
0,-1.30349,-3.70839024
0,1.30349,-3.70839024
0,-1.33890878,1.55538775
0,1.33890878,1.55538775
0,-3.64525297,0.25861087
0,3.64525297,0.25861087
0,-3.5893405,-4.93816019
0,3.5893405,-4.93816019
0,-3.60874653,2.88269596
0,3.60874653,2.88269596
0,1.32371506,4.20404429
0,-1.32371506,4.20404429
0,-3.62375877,-2.34628772
0,3.62375877,-2.34628772
0,-1.31400576,-1.07330667
0,1.31400576,-1.07330667
1.90450505,0,0.27770809
-1.90450505,0,0.27770809
-1.86739064,0,2.88769787
1.86739064,0,2.88769787
1.50E-07,3.87652994,0.78709364
1.50E-07,-3.87652994,0.78709365
-7.30E-07,-1.28029357,-3.86103489
-7.30E-07,1.28029357,-3.86103489
6.00E-08,5.08624586,-1.52211916
6.00E-08,-5.08624586,-1.52211916
-2.30E-07,-1.28429189,5.25645214
-2.30E-07,1.28429188,5.25645213
3.40E-07,2.49956137,-1.59199431
3.40E-07,-2.49956137,-1.59199431
5.00E-08,-3.89140833,-3.8335011
5.00E-08,3.89140833,-3.8335011
-4.40E-07,-1.26653224,0.63698021
-4.40E-07,1.26653224,0.63698021
2.10E-07,-2.40098287,2.94215224
2.10E-07,2.40098287,2.94215224
1.27400513,0,-1.54204125
-1.27400413,0,-1.54204306
1.28365817,0,2.7280131
-1.28365799,0,2.72801366
0,1.39239578,-2.89444795
0,-1.39239578,-2.89444795
0,1.31778762,-5.47450422
0,-1.31778762,-5.47450422
0,1.33454155,2.53322318
0,-1.33454155,2.53322318
0,3.62645397,1.03392762
0,-3.62645397,1.03392762
0,3.65673325,-1.55439604
0,-3.65673325,-1.55439604
0,1.34773023,-0.28100762
0,-1.34773023,-0.28100762
0,3.72621639,3.60887873
0,-3.72621639,3.60887873
2.02917543,0,3.59962948
-2.02917543,0,3.59962948
-1.85903031,0,1.02307125
